,id,text,labels
424,B0146DD02G_29_ANONYMOUS,"there are a lot of things a laptop can do date ,  and if you ask me ,  many of them should be automatically included in every laptop ,  no matter what. -  do you remember when computers did not have cameras on them ? no ?  okay we are looking at your terminal a generation (  )  here ,  but yes ,  back in date ,  computers did not have cameras on them. now ,  it has nothing to buy a computer without one. this that you are looking at your terminal right here ,  and that i am typing on right now ,  has one. -  with that being said ,  for the price (  dollar 800 !  )  ,  you get a nice fast laptop ,  but if you ask me ,  it has missing some things that i feel should be automatically included : this laptop has no :   - non  - optical drives ( ok ,  a bit of a stretch ,  because that would eat up precious space in this monster )   - fixed or rotate screen what this laptop does have is :   - windows cardinal ,  which is confusing as all get-out  - tons of  and amp ;  # money ; for and amp ;  # money ; . i did not even know what that was until i got this. ","[2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -1, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2]"
425,B00M166GWM_6_ANONYMOUS,"this is really nice ,  but i hate the awkward right mouse clicking. sometimes it works ,  sometimes it does not. may be the laptop ,  may be the laptop in conjunction with windows cardinal ? either way ,  highly annoying. i hooked up a usb mouse and all is well. all works beautifully but windows cardinal is taking a bit of getting used to. i paid the  dollar cardinal for professional version to join it to our server and private business network. love the cardinal degree rotation and the touch screen works great ,  but a little bit of a learning curve there too ,  as sometimes i have to tap a few times to get the exact location i need. overall it is just my learning a few things than any downfall with the laptop ( the mouse was the only negative i could really see ) . ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 2, -2, -2, -2, -2, -1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
426,B00O0W450A_3_ANONYMOUS,"this is a fantastic story ! i loved playing with it and the noise was great for the windows cardinal platform. the seller was amazing to work with on my return. the only reason i returned it was because i bought it to use the screen with touch and because of the program ,  it could not utilize the screen within the work space except to zoom and rotate. i would have kept it but that was the sole reason for my purchase. it has a great product and would recommend to anyone looking for a large or large machine. i am looking forward to needing a laptop update so i can purchase this computer again. ","[2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2]"
427,B00GJUQ4Z0_11_ANONYMOUS,"i have only had this for date overall i like the computer ,  it is thin  and amp ;  light and the wireless keyboard works great. i was impressed ;  org puts in small touches like a usb charging port on the screen. cardinal thing i do like is the cup holder ,  it is cheap plastic and does not seem to be well thought out because it gets installed on the cover for the org port. i do use it ,  i think i would actually break it and loose my tie. the other issue i had was the amount of time it takes to update the operating system and all the software when you get it. when you get a new toy ,  you always want to use it right away. make sure you follow the directions on the updates ,  i followed the directions and did not have any problems. ","[2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -1, -2, -2]"
428,B0146DD02G_21_ANONYMOUS,"awesome laptop for college ! can be used for gaming as well. it has light ,  fast and has great battery ! it has a steal when considering the age and performance as well. the processor and pc are fantastic at your terminal running games and multiple apps. i can run most games to a good quality without seeing any lack of speed. the big keyboard is a nice touch especially. make sure to only handle this computer with clean hands because the front cover can get old pretty fast. i am overall very pleased with my new laptop ! the only witnesses are the speakers. they do not go very loud at your terminal all. the quality of the sound is nice but the lack of volume really kills it for me. this is mostly not an issue since i mainly use drugs and however it could be annoying at your terminal times. the screen looked fine to me and was not an issue like others have been saying. overall great for me ! ","[2, 1, 1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, 2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2]"
429,B0146DD02G_20_ANONYMOUS,"i wanted an entry level gaming laptop ,  something with a discrete graphic card ,  but i was not looking for a gaming desktop replacement. this laptop has delivered. i still use my desktop for the high end stuff ,  but this laptop handles everything else very well. i immediately did the windows cardinal upgrade and have not had any issues. the wireless system is strong and the wind is fast. this thing boots in time which is nice. others have mentioned issues with viewing angle on the screen ,  but i never use the laptop where i am not looking straight at your terminal it so it does not bother me. i am very pleased with the purchase. ","[1, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
430,B0074703CM_148_ANONYMOUS,"i just bought this laptop professional date ,  and the user interface was so simple i got used to my computer in date ,  rather than date it took for me to master org windows cardinal. boot time is super fast ,  around anywhere from time. apps launch super fast ,  and the cardinalgb speed is more than sufficient. i usually use my org for school work and internet shopping ,  so the entry-level cardinal' a professional is already more than what i expected from a computer i would typically use it for. person get viruses ,  and they are completely incompatible with existing org windows viruses. furthermore ,  org operating system x mountain lionx gate keeper prevents the user from reading maps and programs ,  which keep your data safe and your computer running at your terminal maximum speed. the keys on the keyboard are evenly spaced and are back-lit ,  which make it easy to use at your time and for speed writing ( typing ?  ) . overall ,  the screen resolution ,  though person ,  is sufficient for normal web moneymoneybing and work. i still do not get why person displays are standard on most new org devices ,  but are only available on the most professional with person display ( total update !  ) . the next port is awesome ! it has high transfer speeds and even the super-fast usb cardinal ( which also comes with the cpu ) . us 3.0 comes with the bus and has transfer rates of up to product. other ports include port 800 ,  digital ethernet ,  data port ,  microphone person. the card reader and an optical drive for burning and reading discs. the glass track pad is large enough for apple, highly acclaimed multi-touch gestures for scrolling through web pages with cardinal fingers ,  looking in on certain parts of certain apps by double tapping with cardinal fingers ,  creating apps by pointing with cardinal fingers and using mission control by tapping up with cardinal fingers. you can also buy one of apple- magic mice ,  which connect to your org using buttons ,  and also allows you to use certain multi-touch gestures such as zoom and scroll. for windows users switching to a org ,  you can also enable right clicking ( known to apple as secondary click )  in the system preferences and get ;  mouse and enabling right clicking. the unique to apple aluminium mini-body is a real beauty. it makes the armor very durable and protects it from scratches ,  though you should not go launching it against a wall for the sake of trying it. for windows users who are used to using org office ,  you can buy a license for the latest org office software for org ( currently date )  at your terminal any of apple- retail stores ,  apple authorised retailers ,  any store that sells org office for org or download the software directly from orgad website. * users without an optical drive can skip the installation of org office and head to the next section * to install the software ,  simply insert the disc provided in the package into the optical drive and open and install all the files. enter your code printed on the back of your cd sleeve when prompted. done !  enjoy using org office ! * for those without an optical drive ( as with red display and my bad air )  ,  read this. users with and optical drive can skip this section * to download org office ,  go to orgbank website and download the trial version. when prompted ,  enter your code printed on the back of your cd sleeve to unlock the full potential of org office date for org. the org application store and itunes store are optional. the org application store is your cardinal-stop shop for org software ,  though you can also download software online at your terminal your own risk. there are currently around cardinal , 000 apps on the application store ( and counting. )  ,  and cardinal of songs available for download from the itunes store. itunes is also you default ( and also your only )  media player besides dvd player ,  or any other media players you may come across on the internet. itunes is one of the better media players available on the market with it is simple to use user interface. users switching from a pc will definitely prefer itunes to microsoft- windows media player. overall ,  the high price of the product professional may convince users to buy a cheaper windows pc instead. but remember ,  you are paying a high premium for a product with better build quality and high quality software ,  which is a joy to work with ,  considering that you can finally work in peace without having to worry about the cardinal of windows viruses out in the wild attacking countless careless and oblivious pc users. i am sure you will not regret making this purchase. ","[2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, 1, 1, 1, -2, -2, 1, -2, -2, -2, 1, -2]"
431,B00M166GWM_3_ANONYMOUS,"cardinal of the worst pieces of electronics i have ever bought. very pour performance. it takes for ever to wake it up. sometimes it stops receiving its signal ,  so i have to restart it. it is very slow and not responsive. would not recommend. org is also pretty frustrating. there is definitely more to say. ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
432,B00L49X8E6_72_AFJGZ7DKR9YLS,"i sent this to a colleague after comparing it with the apps i wrote. i tested it ,  it worked great. he received it ,  and date it dies. the laptop refuses to start ,  we have reached all areas ,  still fails to start. cannot even get to him. just a click and a black screen. of course ,  it dies date past the return window. now i have to contact you and hope that they can fix it. we got date of operation from this laptop. ","[2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
433,B0074703CM_251_ANONYMOUS,"my grand daughter attends org. seems the whole school. at your terminal an academic level. is going nowhere. she had a pc. all of her professors and instructors use org. knowing that i am a org fan-boy ,  it was a no-take that she asked me for this as a date present. when the school professional arrived ,  i helped her transfer all of her work from the pc to the org. an easy drag-and-drop process utilizing a flash drive. it was delivered with cardinalgb of ram -- cardinalgb on each of cardinal sticks -- which was probably adequate. however ,  i always recommend at your cardinal gigs ,  so i ordered cardinal gigs from org. when the org arrived ,  all cardinal gigs were on cardinal stick. so i simply pulled one cardinalgb stick from the machine and installed the cardinalgb stick in its place. the machine now has cardinal gigs of ram and it works just fine. but ,  hey ,  it has an apple. i would not expect anything less ! ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, 2, -2, -2, -2, -2, -2, -2]"
434,B0074703CM_80_ANONYMOUS,"if it was possible to give them cardinal start ,  i would have done it. my laptop, one of the key from keyboard came out and it was mechanical failure. my laptop was under coverage but when i gave it to them for repairs ,  they quoted me  dollar cardinal for it. this company just wants customers' money in their pocket. they do not care how you feel when they charge you cardinal of hard earned dollars. i wish this company to go bust. i will never ever buy any apple product in my life. ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -1, -1, -2, -2, -2, -2, -2, -2, -2]"
435,B00O0W450A_1_ANONYMOUS,"overall i love it. i only have cardinal complaints. ordinal ,  when i move the screen to put it in tablet position ,  the image does not seem totally solid. i feel like i need to be really gentle with it ,  but maybe that is just me. also ,  and this maybe is another personal thing ,  but the keyboard sits a little far back for my taste so my watch leaned against the edge of the laptop. ","[2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2]"
436,B0074703CM_73_ANONYMOUS,"ordinal off ,  amazing laptop ! i have had my fair share of mobile devices also known as phones made by hp or some other company ,  but this.is wonderful ! date i had purchased this bad boy and it still runs great ! if i were to have any technical difficulties ,  the local apple and contact line were able to help me as soon as possible ,  it was quite impressive. i myself had purchased the cardinal gig drive laptop and as a dj with cardinal of songs ,  pictures ,  and other things after date i have managed to fill around cardinal percentage  of my gigs. there is so much room ! person  cardinal. amazing storage ( both gpe and gpe ) cardinal. 8 gig ram needed if you are as productive as i am ( dj ,  photography ,  movie making ,  etc )  its quick ! cardinal. no anti moneymoneydote needed ,  never had a virus and i never will cardinal. build solid and durable cardinal. bought date salary and boy it was needed ( because of my money ) no.  1. if you fall behind in updates ,  your laptop will become progressively slower ,  just update person its back to normal cardinal. sometimes when i stared mine up it would take time to boot on ,  other times it is time cardinal. cannot manually take battery out ,  unless you work for apple or have the tools overall ,  it is a fantastic laptop. mine has been though cardinal of parties ,  weddings ,  dances ,  anything involving performances ,  it can take it ! this laptop was made for art ,  music ,  beat-making ,  pictures ,  movies ,  graphic design. by the way ,  it comes with apps and hardware that can already support what i had just listed. this laptop will last you date if not date. soon i will be hitting date mark and i think this thing can make it another cardinal in my opinion. get this now ! by the way paid for this particular laptop cardinal at your terminal the price now ! ","[2, -1, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, 1, -2, -2, -2, -2, -2, 1]"
437,B0146DD02G_24_ANONYMOUS,"this is a great laptop. i bought it for college and could not be happier. the i and it complement each other really well. i was torn between this laptop and the phone. ultimately decided on this one because of the processor and having a fan (  i read a lot of reviews about the keyboard becoming uncomfortably hot during heavy use ,  which does not make sense considering it is a laptop ) . i was pretty skeptical about upgrading to windows cardinal ,  but it is pretty awesome. if you are looking for a light ,  durable ,  and extremely efficient laptop ,  buy this one ! ","[1, -2, 1, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
438,B0074703CM_24_ANONYMOUS,"needed a new laptop and went for the windows cardinal but i hated the new system ,  maybe its just me but could not understand the drastic change and feeling like i had to do more compared to windows cardinal. i returned my windows cardinal and went for the apple and i am glad i did. they really know what they are doing. the laptop is so easy to work with. like it was designed for what people would want to the system to do ,  very user-friendly. its simplicity is one of the things that makes it so great ,  aside from its quality design and sexy looks. if you do not like windows i would suggest trying a org. the investment is worth it. ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
439,B0074703CM_234_ANONYMOUS,"have bought several lots in date and hands down this has been the best ever. most of them were either too big ,  too noisy and too slow after date. org user interface is just the best. have used windows for date ,  so switching takes a little adjustments but once you get used to it ,  you will not feel like going back. also ,  the laptop is quite ,  no more burnt laps ,  best screen display ,  and small additions like a keyboard wins your heart over. considered cold air also before buying this professional ,  but glad bought the professional ,  because i did not fancy carrying a bunch of players ,  separate product player etc. honestly did not see too much difference visually between this screen and the main display ,  so did not fancy paying that much premium for gpe ,  others may fancy that ,  i did not. compared other labels like those and the price were very comparable but right back at you of them carry the reputation of org ,  so stuck with you only thing i dislike is that everything for org is expensive but i guess you pay for quality ! ","[2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, 1, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2]"
440,B0074703CM_84_ANONYMOUS,"not impressed with org products. in fact i am completely frustrated. i have had the word professional for date and i have found that it crashes as much as windows. also ,  many software programs are not compatible with the org platform. luckily i still have a windows based computer to use when needed. i will be going back to windows when i replace this laptop. be sure the programs you need will work on a org before you buy one ! ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
441,B0074703CM_192_ANONYMOUS,"the ordinal professional with a touch screen was the ordinal computer i ever purchased. i had heard people speak highly of the word professional for college students ,  and have not been disappointed through date of extensive use. the word professional is useful for college students for many reasons : it is the latest product in the line of org. the new operating system called snow leopard is installed and ready for use the battery life has increased from the last version from time ,  making it easy for college students to study for extended periods of time without needing a computer. the criteria that i used to evaluate the rated professional ranges from reliability to simple reliability : reliability :  throughout date ,  i have had no problems with the it professional regarding the processing system or any design flaws. source :  my computer has fallen from small heights and has had a few holes on it ,  but has had no lasting damage to the console with only a light plastic case on it. there are also many carrying cases to purchase to have extra protection. visibility :  the screen has brightness settings that can be changed to fit different people needs ,  also the entire display is available for an extra cost if students need a higher quality of display. source :  the word professional is very easy to use and can be used by someone who does not necessarily have extensive knowledge on computers. the processing system is already downloaded and the applications are very user friendly. the average professional has a significant amount of positive attributes that greatly offset the negative attributes : . :   o it usually runs very smoothly ,  but org has an excellent support team that is always willing to help customers. o it is very cost efficient for college students compared to other options. o it has an extended battery life. o it is extremely user friendly. notes :   o some people do not enjoy the way the processing system runs ,  but do not have any issues with getting it to function. o others have problems with the applications depending what they need to use the device for ,  for example engineering majors need extra applications  and amp ;  systems to do some work ,  but they are easily downloadable. i hope my customer review has been useful ,  feel free to respond with opinions or feedback about the content of my review. ","[1, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, 1, -2, 1, -2, -2, -2, -2, -2]"
442,B00O0W450A_9_ANONYMOUS,"my ordinal laptop ever and it is a step into a tablet mode also ,  brilliant. so far so good. battery does not hold up to what it said in the description but i got it ' and i imagine they swapped out the battery to help cover the costs on the reduced price ( just a guess ) . still getting used to typing on it ,  my palms keep hitting the pad and causing the chair to jump and moving me off of where i was typing. practice i guess. plenty of ports and since this is my ordinal laptop ,  i really do not have anything to compare it to. ","[1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -1, -2, -2, -2, -2, -2, -2, -2, -2]"
443,B00L156USY_11_ANONYMOUS,"note :  no dvd drive ,  no ethernet port screen is too small to read and almost impossible to touch  with a normal adult finger. the brightest screen setting appeared dim in normal room light. keyboard is clumsy and never at your terminal best. the touch pad feel is a cardinal on scale  cardinal - cardinal0. computer seemed suited for an intelligence core or device. power on - good luck finding it. i would run back to computer store and return this expensive toy. signed :  not impressed ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -1, -1, -2, -2, -2, -2, -2, -2, -2, -2]"
444,B00O0W450A_18_ANONYMOUS,"i bought date and it has holding up fairly well. runs fast ,  the touch screen has not lost any sensitivity ,  i am overall very happy with it. the only thing i miss from my old laptop was the ability to be able to scroll down a page using the track-pad. this one does not do that. the rest is pretty large - but am not they all ? ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
445,B0074703CM_166_ANONYMOUS,"this is my ordinal apple computer and i could not be more pleased. org does everything its billed to do and much ,  much more. literally every detail has been thought out and designed with the user in mind. i cannot believe how much time it saves me through automatic processes. the computer of the people ! ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
446,B00O0W450A_10_ANONYMOUS,"i love this laptop. i feel like my old laptop is a total price of crap now. the batter lasts as long as claimed. i get time playing the sims. i have not really officially tested it yet ,  but it has a long time. i hate putting my laptop in because i do not want to leave it on too long and hurt the battery ,  but with this laptop i rarely have to charge it. the machine is responsive and even works with my money bills. the only problem i have is with windows cardinal. i hate windows cardinal. it made me sign up with org and sometimes will not let me download things that are harmful to my computer ,  but that is what anti virus software is for you. the same rumor has not happened to me. the work works great. i think it is because i always download my windows updates as needed. it feels very well built. the metal is very expensive feeling. the laptop is quantity thick when closed. i am a very weak girl and i could lift this laptop with one hand ,  however i would get tired soon too. the cardinal and amp ;  # money ;  screen is not good for carrying around in your bare hands. i suggest getting a case. the early cases are very good. ","[2, 1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
447,B0074703CM_225_ANONYMOUS,"i bought my first toy exactly date and was really happy with my new toy ,  but what was not my surprise when i turned it on date and the screen was completely black. i can hear the noise of the computer turning on and the lights also turn on but the screen in completely dead. as i live in gpe i do not know if is there any local guarantee for my computer. anyone had the same problem ? any suggestion for a solution ? ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
448,B0074703CM_63_ANONYMOUS,"the best computer i have ever bought. the simple look of icons and format makes it easy to navigate through programs and download files. the only issue i had was with the police. the aircraft crashed and i thought i had lost the whole computer. luckily that was not the case. replacing the hardware in this laptop is extremely easy ,  a couple steps on the back to remove the tape and the drive is pretty much plug and play. i purchased a special solid state machine ,  the same kind that org sold originally. and org was happy to install the latest one for free ! you will not be disappointed with this computer ! ","[1, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, 1, -2, -2, -2, -2, -2, -2, -2]"
449,B0074703CM_85_ANONYMOUS,i have been a org person since date. i do not want to run a computer ;  i want to use a computer. this me / a handles very much like my dad. it is just a matter of getting used to the touch-pad commands. thankfully i have batteries and an external amplifier for audio ;  the onboard speakers are just terrible. but what should i expect from a unit that is this thin and this light ? ,"[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
450,B0074703CM_314_ANONYMOUS,"the most disappointing purchase of my life ! this is my ordinal mac. i received a tip and have had nothing but problems since right after i purchased this horrible machine. within date that i bought it ,  there was clearly a problem with the hard drive. i had been in a training program and had only used word on it. i went through all of the customer service options. the online customer service was awful. gave me the plague for date and treated me like an idiot. no one would ever answer my question as to why i could not get another new book since this was clearly a factory error and my book was still under way. as a matter of fact ,  no matter how many times i asked that question ,  the employees i spoke purposely ignored it. they did not say yes and they did not say no ,  they just pretended that i never asked it ,  which was incredibly frustrating. i have been to the  and amp ;  # money ; genius and amp ;  # money ;  bar several times ( they have been very nice ) . they have now basically replaced everything inside my machine ,  told me there was a problem with the hardware ,  so i now have a  and amp ;  # money ; refurbished and amp ;  # money ;  machine. maybe i am not being reasonable ,  but i do not feel that is the same as a new computer because i did not pay for a refurbished computer. i still have weird freezing problems with it and it has pretty slow ,  but it is not long enough yet for me to take it in. i had notions of ignorance regarding apple,  and amp ;  # money ; great customer service and amp ;  # money ;  and the  and amp ;  # money ; reliability of their machines and amp ;  # money ;  etc. .. i do not love pcs ,  but every pc i have ever made to look bad has lasted longer than this one ,  which costs much more than any of those pcs. i am sure most peoplein jobs work just fine ,  but for your information ,  if you get the factory run ,  you are stuck with it and no one at your terminal apple cares or will give a hint about the money you threw away. ","[-1, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, 2, -2, -2, -2, -2, -1, -2, -2]"
451,B0074703CM_224_ANONYMOUS,"i was a long time pc user. not a geek or a genius. norp were just cheaper had more software and were ubiquitous. i had an old laptop running windows experience that i used at your terminal home for email. a couple office products and occasionally watched television on. with the help of xp. i had to decide if i was going to make a financial commitment to windows ,  upgrade ,  buy new ,  change. i decided no !   enough was enough. i was tired or hodge lodge of software products ,  security updates ,  hardware ,  junk and endless upgrade trauma with windows. i did upgrade my old pc to windows cardinal ,  but i went with a good professional and i am very happy. cardinal operating system for this platform ,  no new operating system release and automatic updates. i am happy with the feel the speed and the easy transition to the org ! i was told by my daughter that i was  and amp ;  # money ; stupid and amp ;  # money ;  for spending so much time on a pc just to make it run ,  when most of that  and amp ;  # money ; run stuff and amp ;  # money ;  is taken care of by apple ! . i told her  and amp ;  # money ; real men and amp ;  # money ;  use pc, because of the challenge it keeps you sharp technically. her final response was  and amp ;  # money ; whatever and amp ;  # money ;  ! well she was right ,  whatever in the world took me so long to get a computer that just works. i am no power user ,  but i have had no learning curve with the org and i do not do anything good enough forcing me to learn the os. i did buy office date for the org at your terminal a very low price to migrate most of my work files for  dollar date and that was  a steal in my opinion. otherwise i am happily a  org user. ","[1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2, 1, -2, -2, -2, -2, 1, -2, -2, -2, -2, -2]"
452,B0074703CM_34_ANONYMOUS,"for a premium laptop sold in date ,  the apple money professional ( quantity ,  base model )  is about as basic as it gets :  no org ,  no discrete graphics ,  no color display ,  and no touch screen. but org does not pretend it has any of these. what it does have is great reliability on the software side and hardware side ,  apple, own mountain lion ,  the sleek looks apple always delivers ,  reasonable speed ,  good battery life ,  nice keyboard ,  and excellent graphics. now ,  the question is ,  who is this computer for ? those looking for a bargain laptop will shy away from the enormous price tag ,  and those who want to play the latest games do not ever use this. the average computer user will be served better by a cooler air ,  since it is faster ( for basic tasks )  ,  lighter ,  and has a higher-res moneyl screen. the most professional quantity laptop is for those who want to use a org ,  but value performance and stability over weight and screen resolution. this org will last longer than any other simply because it is the easiest to upgrade and repair. hard drives can be replaced ,  ram can be added as needed ,  and the internal battery can be replaced after losing its ability to hold a charge. the processor is cardinal percentage  faster than the cardinal inside the hot air ,  which also extends this computer' usable lifespan. the fact that the screen is fairly low-res for the price ( the cardinal has a res of cardinal ,  while other windows also have a res of cardinal for the same price )  ,  really derives from my personal experience with the computer. the tiny display of my iphone cardinal has indeed spoiled me ,  and apple should update the screen of the new cardinal or bring down the price of the original model. this ,  added with the fact that the speed of the hard drive is very slow for the money ,  derives from the computerits value. lowering the price by money would justify the hard drive and screen and make the computer a cardinal-star purchase ,  but for the price ,  this is a cardinal star ( good )  computer. those looking to drop  dollar cardinal on a new laptop will have to decide if the graphics and processor performance is worth the money over the new cabin air. in addition ,  if mac os is not something you enjoy using ,  then i would advise that you look elsewhere for a laptop. pc version :  good ,  reliable laptop with wide screen and slow hard drive. ","[2, 1, -2, -1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, 1, -1, -2, -2, -2, -2, 1, 1, 1, -2, -2, 1, -2, -2, 1, -2, -2]"
453,B0074703CM_149_ANONYMOUS,"i am really sorry i bought this machine. i own a cardinal' air ,  a cardinal' air professional ( both prior generations ) . i was shocked at your terminal how much worse this product has been since my ordinal purchase. i have never been to a genius bar since my ordinal purchase ( date ) . this machine has made me go there cardinal times and has been nothing but a continuous problem. finally ,  they are sending it in for a temporary replacement. ( it has a lemon ) . so ,  i am cooled on org buys. i guess those norp workers really are unhappy. update date ,  date.    on my last visit to the genius bar they sent the machine in to replace the battery. it came back date. they did not replace the car. instead they 'tightened' a loose wire. it also has a big new scratch on the top cover. i started it up and it still has the same problem i went in to fix. so i am going back to genius bar for visit  # money. i think it may have to be 'apple do not care' instead of apple care. ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -1, -2, -2, -2]"
454,B0074703CM_157_ANONYMOUS,"it was time to replace my date laptop and i decided to get a  and amp ;  # money ; fancy and amp ;  # money ;  org book pro. you get what you pay for ,  right ? wrong ! if you like your windows cardinal ,  org or even experience ,  just stick with it. any of those are way simpler to use than appleor mountain lion operating system. org is complicated and frustrating at your terminal moments. i watched him and that helped somewhat but not enough. i am a small business owner and a productivity aspect is very important to me. windows operating system is a superior product by far. it is actually very obvious. just look at your terminal a market share between the cardinal concepts. i should have known better. i hope you do not make the same mistake. ","[-1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
455,B0074703CM_257_ANONYMOUS,"when i ordinal got the computer ,  i noticed the tracking pad was hard to click. this was my ordinal mac so i was not familiar with how it was suppose to feel. after using my org computer i knew something was wrong. i took my laptop to the apple store and they had to replace the battery after date of use since it was swelling. they tried to tell me that the battery was not covered by the insurance and it costs about  dollar cardinal to replace. they ended up not charging me. other than that battery issue and the battery life does not last too long ,  i am pretty happy with the computer. ","[1, -1, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -2, -1, -2, -1, -2, -2, -2, -2, -2, -2, -2]"
